time.yy;time.mm;time.dd;time.hh;tre200h0;gls;str.diffus;ground_temp
2018;6;12;12;9.6;157;156;8.089327499
2018;6;12;13;9.5;110;110;8.091077766
2018;6;12;14;9.5;85;85;8.092827775
2018;6;12;15;9.6;77;77;8.094577526
2018;6;12;16;9.5;125;125;8.096327018
2018;6;12;17;9.9;120;118;8.09807625
2018;6;12;18;9.5;69;65;8.099825221
2018;6;12;19;8.5;12;12;8.10157393
2018;6;12;20;7.4;0;0;8.103322377
2018;6;12;21;7.3;1;0;8.10507056
2018;6;12;22;7.8;0;0;8.106818478
2018;6;12;23;7.5;0;0;8.108566132
2018;6;13;0;6.1;0;0;8.110313519
2018;6;13;1;5.7;0;0;8.112060639
2018;6;13;2;4.8;0;0;8.113807492
2018;6;13;3;3.9;1;0;8.115554075
2018;6;13;4;4.5;32;24;8.117300389
2018;6;13;5;6.4;172;55;8.119046432
2018;6;13;6;8;345;80;8.120792204
2018;6;13;7;9.6;541;115;8.122537704
2018;6;13;8;11.2;643;201;8.124282931
2018;6;13;9;12.1;652;312;8.126027883
2018;6;13;10;12.5;529;406;8.127772561
2018;6;13;11;13.3;748;318;8.129516963
2018;6;13;12;14;699;454;8.131261088
2018;6;13;13;13.8;324;300;8.133004936
2018;6;13;14;15.1;719;286;8.134748505
2018;6;13;15;15.2;571;190;8.136491795
2018;6;13;16;15.5;463;134;8.138234805
2018;6;13;17;14.9;225;129;8.139977534
2018;6;13;18;14;83;68;8.141720181
2018;6;13;19;11.2;14;14;8.143462145
2018;6;13;20;9.4;0;0;8.145204026
2018;6;13;21;8.2;0;0;8.146945622
2018;6;13;22;8.1;0;0;8.148686933
2018;6;13;23;8.7;1;0;8.150427958
2018;6;14;0;9.2;0;0;8.152168695
2018;6;14;1;9.7;1;0;8.153909145
2018;6;14;2;9.9;0;0;8.155649305
2018;6;14;3;9.9;1;0;8.157389176
2018;6;14;4;10.2;13;13;8.159128756
2018;6;14;5;10.5;37;37;8.160868045
2018;6;14;6;10.5;51;51;8.162607042
2018;6;14;7;11.6;207;199;8.164345745
2018;6;14;8;12.4;318;309;8.166084154
2018;6;14;9;13;378;363;8.167822268
2018;6;14;10;14.3;552;421;8.169560087
2018;6;14;11;14.7;481;446;8.171297608
2018;6;14;12;15.6;578;429;8.173034832
2018;6;14;13;17.2;827;305;8.174771758
2018;6;14;14;17.1;473;343;8.176508384
2018;6;14;15;15.8;280;272;8.178244711
2018;6;14;16;14.8;277;222;8.179980736
2018;6;14;17;14.4;189;141;8.181716459
2018;6;14;18;14.2;50;50;8.183451879
2018;6;14;19;13.3;7;7;8.185186996
2018;6;14;20;12.7;0;0;8.186921809
2018;6;14;21;11.5;0;0;8.188656315
2018;6;14;22;10.7;0;0;8.190390516
2018;6;14;23;10.7;0;0;8.192124409
2018;6;15;0;11.2;0;0;8.193857995
2018;6;15;1;11.2;0;0;8.195591272
2018;6;15;2;11.6;0;0;8.197324238
2018;6;15;3;11.4;0;0;8.199056895
2018;6;15;4;11;9;9;8.20078924
2018;6;15;5;11.4;70;70;8.202521272
2018;6;15;6;12.4;205;165;8.204252991
2018;6;15;7;13.4;303;247;8.205984396
2018;6;15;8;13;200;196;8.207715487
2018;6;15;9;12.6;175;174;8.209446261
2018;6;15;10;14.5;703;400;8.211176719
2018;6;15;11;15.4;591;446;8.212906859
2018;6;15;12;15.9;439;414;8.214636681
2018;6;15;13;14.9;253;242;8.216366183
2018;6;15;14;15.5;702;297;8.218095366
2018;6;15;15;16.6;544;245;8.219824227
2018;6;15;16;15.9;228;181;8.221552767
2018;6;15;17;15.7;318;125;8.223280983
2018;6;15;18;14.5;155;67;8.225008877
2018;6;15;19;12.2;14;14;8.226736445
2018;6;15;20;11.2;0;0;8.228463689
2018;6;15;21;10.1;0;0;8.230190606
2018;6;15;22;9.6;0;0;8.231917196
2018;6;15;23;9;2;0;8.233643458
2018;6;16;0;9.7;1;0;8.235369391
2018;6;16;1;10.2;1;0;8.237094995
2018;6;16;2;10.4;0;0;8.238820268
2018;6;16;3;10.3;1;0;8.24054521
2018;6;16;4;10.4;9;9;8.24226982
2018;6;16;5;11.1;54;54;8.243994096
2018;6;16;6;11.6;100;100;8.245718038
2018;6;16;7;12;134;134;8.247441646
2018;6;16;8;11.9;138;138;8.249164918
2018;6;16;9;12.3;231;230;8.250887853
2018;6;16;10;14.9;810;467;8.252610451
2018;6;16;11;14.2;441;427;8.254332711
2018;6;16;12;15.6;880;431;8.256054631
2018;6;16;13;15.7;557;392;8.257776212
2018;6;16;14;15.6;346;334;8.259497451
2018;6;16;15;15.3;281;273;8.261218349
2018;6;16;16;14;269;221;8.262938904
2018;6;16;17;13.3;132;127;8.264659116
2018;6;16;18;13.3;85;70;8.266378983
2018;6;16;19;12.7;11;11;8.268098505
2018;6;16;20;12;0;0;8.269817681
2018;6;16;21;11.6;0;0;8.271536511
2018;6;16;22;11;1;0;8.273254992
2018;6;16;23;9.8;0;0;8.274973125
2018;6;17;0;8.9;0;0;8.276690908
2018;6;17;1;8.8;0;0;8.278408341
2018;6;17;2;7.3;0;0;8.280125423
2018;6;17;3;6.5;1;0;8.281842153
2018;6;17;4;7;35;27;8.283558529
2018;6;17;5;9;182;49;8.285274552
2018;6;17;6;11.2;332;82;8.286990221
2018;6;17;7;13.2;503;104;8.288705533
2018;6;17;8;14.3;613;211;8.29042049
2018;6;17;9;15.7;810;205;8.292135089
2018;6;17;10;16.4;665;403;8.29384933
2018;6;17;11;16.6;765;297;8.295563212
2018;6;17;12;17.8;901;272;8.297276734
2018;6;17;13;17.8;684;378;8.298989896
2018;6;17;14;18.6;675;284;8.300702696
2018;6;17;15;18.7;590;198;8.302415134
2018;6;17;16;18.2;354;211;8.304127208
2018;6;17;17;17.4;194;143;8.305838919
2018;6;17;18;17.1;123;67;8.307550264
2018;6;17;19;15.7;14;14;8.309261244
2018;6;17;20;13.9;1;0;8.310971857
2018;6;17;21;12.1;0;0;8.312682102
2018;6;17;22;11.1;1;0;8.314391979
2018;6;17;23;10.4;0;0;8.316101487
2018;6;18;0;10.1;0;0;8.317810625
2018;6;18;1;8.9;1;0;8.319519391
2018;6;18;2;8.2;0;0;8.321227786
2018;6;18;3;8;1;0;8.322935809
2018;6;18;4;7.6;15;15;8.324643457
2018;6;18;5;8.9;107;87;8.326350732
2018;6;18;6;11.2;276;147;8.328057631
2018;6;18;7;13.8;421;211;8.329764154
2018;6;18;8;15.4;447;349;8.3314703
2018;6;18;9;16.7;545;398;8.333176069
2018;6;18;10;18.2;706;407;8.334881458
2018;6;18;11;18.6;790;421;8.336586468
2018;6;18;12;19.9;825;363;8.338291098
2018;6;18;13;20.4;737;314;8.339995347
2018;6;18;14;20.6;544;377;8.341699213
2018;6;18;15;20.5;452;297;8.343402697
2018;6;18;16;19.8;233;213;8.345105797
2018;6;18;17;19.6;134;128;8.346808512
2018;6;18;18;19;87;71;8.348510842
2018;6;18;19;16.1;20;20;8.350212785
2018;6;18;20;13.7;0;0;8.351914342
2018;6;18;21;12.6;0;0;8.35361551
2018;6;18;22;11.8;0;0;8.355316289
2018;6;18;23;11;0;0;8.357016679
2018;6;19;0;10.3;0;0;8.358716678
2018;6;19;1;9.8;0;0;8.360416285
2018;6;19;2;8.9;1;0;8.362115501
2018;6;19;3;8.8;1;0;8.363814323
2018;6;19;4;9;30;24;8.365512751
2018;6;19;5;11.1;171;60;8.367210784
2018;6;19;6;13.3;328;88;8.368908422
2018;6;19;7;15.9;495;102;8.370605663
2018;6;19;8;18.2;644;138;8.372302506
2018;6;19;9;20.1;776;158;8.373998952
2018;6;19;10;21.8;851;206;8.375694998
2018;6;19;11;22.5;882;237;8.377390644
2018;6;19;12;23.6;874;240;8.37908589
2018;6;19;13;24.3;821;239;8.380780734
2018;6;19;14;24.8;698;277;8.382475175
2018;6;19;15;25.6;590;148;8.384169213
2018;6;19;16;25.4;437;112;8.385862847
2018;6;19;17;25.4;274;112;8.387556076
2018;6;19;18;24.5;124;63;8.389248899
2018;6;19;19;22.1;15;15;8.390941315
2018;6;19;20;17.7;0;0;8.392633324
2018;6;19;21;15.6;0;0;8.394324924
2018;6;19;22;15;0;0;8.396016115
2018;6;19;23;14.3;0;0;8.397706896
2018;6;20;0;13.5;0;0;8.399397266
2018;6;20;1;13.2;0;0;8.401087224
2018;6;20;2;12.4;0;0;8.402776769
2018;6;20;3;11.9;1;0;8.404465901
2018;6;20;4;12.1;28;24;8.406154619
2018;6;20;5;14;156;68;8.407842921
2018;6;20;6;16.5;309;103;8.409530807
2018;6;20;7;18.9;493;106;8.411218277
2018;6;20;8;21;644;136;8.412905328
2018;6;20;9;23.1;780;145;8.414591961
2018;6;20;10;24.5;851;197;8.416278175
2018;6;20;11;26;872;279;8.417963968
2018;6;20;12;27;845;309;8.419649341
2018;6;20;13;27.7;770;321;8.421334291
2018;6;20;14;28.3;667;272;8.423018818
2018;6;20;15;28.8;574;191;8.424702922
2018;6;20;16;28.6;429;120;8.426386601
2018;6;20;17;28;238;128;8.428069855
2018;6;20;18;26.2;99;69;8.429752683
2018;6;20;19;22;14;14;8.431435084
2018;6;20;20;20.3;0;0;8.433117057
2018;6;20;21;19;0;0;8.434798601
2018;6;20;22;17.6;0;0;8.436479716
2018;6;20;23;16.6;0;0;8.4381604
2018;6;21;0;16.4;0;0;8.439840653
2018;6;21;1;15.7;0;0;8.441520474
2018;6;21;2;15.4;0;0;8.443201862
2018;6;21;3;14.9;1;0;8.444878816
2018;6;21;4;15.1;29;25;8.446557336
2018;6;21;5;17;147;68;8.44823542
2018;6;21;6;19.6;304;108;8.449913068
2018;6;21;7;21.8;469;132;8.451590279
2018;6;21;8;24;617;173;8.453267052
2018;6;21;9;25.3;752;182;8.454943386
2018;6;21;10;26.4;833;220;8.456619281
2018;6;21;11;27.4;857;259;8.458294735
2018;6;21;12;28.4;858;250;8.459969747
2018;6;21;13;29.3;806;219;8.461644318
2018;6;21;14;29.6;710;206;8.463318446
2018;6;21;15;30;577;188;8.464992129
2018;6;21;16;29.9;430;127;8.466665368
2018;6;21;17;29;263;111;8.468338162
2018;6;21;18;26.9;87;65;8.470010509
2018;6;21;19;23.8;11;11;8.471682409
2018;6;21;20;20.5;0;0;8.473353861
2018;6;21;21;19;0;0;8.475024864
2018;6;21;22;18.9;0;0;8.476695417
2018;6;21;23;19.9;0;0;8.47836552
2018;6;22;0;20.7;0;0;8.480035172
2018;6;22;1;21;0;0;8.481704371
2018;6;22;2;20.2;0;0;8.483373117
2018;6;22;3;19.3;0;0;8.48504141
2018;6;22;4;18;26;25;8.486709247
2018;6;22;5;19.2;81;79;8.488376629
2018;6;22;6;20;227;165;8.490043555
2018;6;22;7;22.1;446;195;8.491710023
2018;6;22;8;22.9;605;198;8.493376034
2018;6;22;9;24.2;749;198;8.495041585
2018;6;22;10;24.7;820;245;8.496706677
2018;6;22;11;25.4;858;267;8.498371309
2018;6;22;12;26;872;257;8.500035478
2018;6;22;13;26.3;767;323;8.501699186
2018;6;22;14;25.6;691;260;8.503362431
2018;6;22;15;24.4;387;310;8.505025211
2018;6;22;16;22.9;74;74;8.506687527
2018;6;22;17;21.8;38;38;8.508349378
2018;6;22;18;21.1;33;33;8.510010762
2018;6;22;19;20.6;8;8;8.511671679
2018;6;22;20;20.2;1;0;8.513332127
2018;6;22;21;19.7;0;0;8.514992107
2018;6;22;22;19.4;0;0;8.516651617
2018;6;22;23;19.1;1;0;8.518310657
2018;6;23;0;18.7;0;0;8.519969225
2018;6;23;1;18.4;2;0;8.521627321
2018;6;23;2;17.9;0;0;8.523284944
2018;6;23;3;17.7;1;0;8.524942093
2018;6;23;4;16.8;28;26;8.526598768
2018;6;23;5;16.9;111;90;8.528254967
2018;6;23;6;17.8;178;173;8.529910689
2018;6;23;7;18.7;303;245;8.531565935
2018;6;23;8;20.2;630;207;8.533220702
2018;6;23;9;20.8;757;227;8.53487499
2018;6;23;10;21.2;737;333;8.536528799
2018;6;23;11;21.8;662;470;8.538182128
2018;6;23;12;22.3;679;388;8.539834975
2018;6;23;13;22;367;342;8.541487339
2018;6;23;14;22.8;581;353;8.543139221
2018;6;23;15;23.3;462;296;8.544790619
2018;6;23;16;23;263;218;8.546441533
2018;6;23;17;23.4;298;128;8.548091961
2018;6;23;18;22.1;98;67;8.549741902
2018;6;23;19;20.3;11;11;8.551391357
2018;6;23;20;18.7;0;0;8.553040323
2018;6;23;21;17;0;0;8.554688801
2018;6;23;22;14.6;0;0;8.556336789
2018;6;23;23;13.8;0;0;8.557984287
2018;6;24;0;13.4;0;0;8.559631293
2018;6;24;1;13;0;0;8.561277808
2018;6;24;2;12.7;0;0;8.562923829
2018;6;24;3;12.4;0;0;8.564569357
2018;6;24;4;12.4;28;25;8.56621439
2018;6;24;5;14.2;150;68;8.567858928
2018;6;24;6;16.4;313;101;8.56950297
2018;6;24;7;18.4;480;118;8.571146515
2018;6;24;8;20.2;634;146;8.572789561
2018;6;24;9;21.7;744;202;8.57443211
2018;6;24;10;22.5;833;234;8.576074158
2018;6;24;11;23.8;886;227;8.577715707
2018;6;24;12;24.9;873;239;8.579356754
2018;6;24;13;25;822;217;8.580997299
2018;6;24;14;25.5;717;200;8.582637342
2018;6;24;15;25.9;582;186;8.584276881
2018;6;24;16;25.5;399;189;8.585915915
2018;6;24;17;24.3;174;142;8.587554444
2018;6;24;18;23.4;83;75;8.589192467
2018;6;24;19;22.4;18;18;8.590829984
2018;6;24;20;19.9;0;0;8.592466992
2018;6;24;21;17.3;0;0;8.594103492
2018;6;24;22;16.2;0;0;8.595739483
2018;6;24;23;15.6;0;0;8.597374964
2018;6;25;0;15;0;0;8.599009933
2018;6;25;1;14.6;1;0;8.600644391
2018;6;25;2;13.9;0;0;8.602278336
2018;6;25;3;13.8;0;0;8.603911768
2018;6;25;4;13.7;27;24;8.605544686
2018;6;25;5;16;148;65;8.607177088
2018;6;25;6;18.2;308;100;8.608808975
2018;6;25;7;20.9;479;115;8.610440344
2018;6;25;8;22.3;631;154;8.612071197
2018;6;25;9;23.7;697;277;8.613701531
2018;6;25;10;25.1;807;286;8.615331345
2018;6;25;11;26.2;866;323;8.61696064
2018;6;25;12;26.8;715;470;8.618589414
2018;6;25;13;25.2;172;170;8.620217667
2018;6;25;14;23;209;207;8.621845397
2018;6;25;15;23.4;372;307;8.623472604
2018;6;25;16;23;237;222;8.625099286
2018;6;25;17;22.8;153;144;8.626725444
2018;6;25;18;22.2;54;54;8.628351076
2018;6;25;19;20.9;6;6;8.629976182
2018;6;25;20;20.4;0;0;8.631600761
2018;6;25;21;19.3;0;0;8.633224811
2018;6;25;22;19;0;0;8.634848332
2018;6;25;23;18.3;0;0;8.636471324
2018;6;26;0;17.9;0;0;8.638093785
2018;6;26;1;17.4;0;0;8.639715714
2018;6;26;2;17.2;1;0;8.641337112
2018;6;26;3;17;0;0;8.642957976
2018;6;26;4;17.1;20;20;8.644578307
2018;6;26;5;17.9;118;86;8.646198103
2018;6;26;6;19;250;194;8.647817364
2018;6;26;7;20;377;247;8.649436088
2018;6;26;8;21;387;326;8.651054275
2018;6;26;9;22.2;437;345;8.652671925
2018;6;26;10;22.5;511;405;8.654289035
2018;6;26;11;22.9;294;283;8.655905607
